CategoryId,CategoryName,DescriptionText,CustomerName,ContractName,Customer_Address,Customer_City,Customer_PostalCode,Customer_Country,EmployeeID,employee_FirstName,employee_LastName,Employee_BirthDate,employee_EducationDetails,OrderID,CustomerID,OrderDate,ShipperID,OrderDetailID,ProductId,Quantity,ProductName,SuppliersID,Unit,Price,ShipperName,ShipperPhone,suppliersName,suppliers_contactName,suppliersAddress,SuppliersCity,supplies_PostalCode,SuppliersCountry,SuppliersPhone
3,Confections,"Desserts, candies, and sweet breads","Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.",Portland,97219,USA,2,Andrew,Fuller,1952-02-19,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",10307,48,1996-09-17,2,160,68,3,"Scottish Longbreads",8,"10 boxes x 8 pieces",12.5,"United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
3,Confections,"Desserts, candies, and sweet breads","Godos Cocina Típica","José Pedro Freyre","C/ Romero 33",Sevilla,41101,Spain,7,Robert,King,1960-05-29,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled Selling in Europe, he was transferred to the London office.",10303,30,1996-09-11,2,149,68,15,"Scottish Longbreads",8,"10 boxes x 8 pieces",12.5,"United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
3,Confections,"Desserts, candies, and sweet breads","Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy,2,Andrew,Fuller,1952-02-19,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",10300,49,1996-09-09,2,141,68,20,"Scottish Longbreads",8,"10 boxes x 8 pieces",12.5,"United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
3,Confections,"Desserts, candies, and sweet breads","Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10314,65,1996-09-25,2,179,62,25,"Tarte au sucre",29,"48 pies",49.3,"United Package","(503) 555-3199","Forêts dérables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955"
3,Confections,"Desserts, candies, and sweet breads","The Big Cheese","Liz Nixon","89 Jefferson Way Suite 2",Portland,97201,USA,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10310,77,1996-09-20,2,169,62,5,"Tarte au sucre",29,"48 pies",49.3,"United Package","(503) 555-3199","Forêts dérables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955"
3,Confections,"Desserts, candies, and sweet breads","Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.",Portland,97219,USA,2,Andrew,Fuller,1952-02-19,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",10307,48,1996-09-17,2,159,62,10,"Tarte au sucre",29,"48 pies",49.3,"United Package","(503) 555-3199","Forêts dérables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955"
3,Confections,"Desserts, candies, and sweet breads","Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10298,37,1996-09-05,2,137,62,15,"Tarte au sucre",29,"48 pies",49.3,"United Package","(503) 555-3199","Forêts dérables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955"
3,Confections,"Desserts, candies, and sweet breads","Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","México D.F.",05033,Mexico,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10304,80,1996-09-12,2,150,49,30,Maxilaku,23,"24 - 50 g pkgs.",20,"United Package","(503) 555-3199","Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956"
3,Confections,"Desserts, candies, and sweet breads","Hanari Carnes","Mario Pontes","Rua do Paço 67","Rio de Janeiro",05454-876,Brazil,3,Janet,Leverling,1963-08-30,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",10253,34,1996-07-10,2,16,49,40,Maxilaku,23,"24 - 50 g pkgs.",20,"United Package","(503) 555-3199","Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956"
3,Confections,"Desserts, candies, and sweet breads","Que Delícia","Bernardo Batista","Rua da Panificadora 12","Rio de Janeiro",02389-673,Brazil,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10261,61,1996-07-19,2,38,21,20,"Sir Rodneys Scones",8,"24 pkgs. x 4 pieces",10,"United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
3,Confections,"Desserts, candies, and sweet breads","Tradição Hipermercados","Anabela Domingues","Av. Inês de Castro 414","São Paulo",05634-030,Brazil,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10292,81,1996-08-28,2,118,20,20,"Sir Rodneys Marmalade",8,"30 gift boxes",81,"United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
3,Confections,"Desserts, candies, and sweet breads","Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10272,65,1996-08-02,2,62,20,6,"Sir Rodneys Marmalade",8,"30 gift boxes",81,"United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
3,Confections,"Desserts, candies, and sweet breads","Suprêmes délices","Pascale Cartrain","Boulevard Tirou 255",Charleroi,B-6000,Belgium,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10252,76,1996-07-09,2,11,20,40,"Sir Rodneys Marmalade",8,"30 gift boxes",81,"United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
3,Confections,"Desserts, candies, and sweet breads","Ricardo Adocicados","Janete Limeira","Av. Copacabana 267","Rio de Janeiro",02389-890,Brazil,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10299,67,1996-09-06,2,138,19,15,"Teatime Chocolate Biscuits",8,"10 boxes x 12 pieces",9.2,"United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
3,Confections,"Desserts, candies, and sweet breads","The Big Cheese","Liz Nixon","89 Jefferson Way Suite 2",Portland,97201,USA,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10310,77,1996-09-20,2,168,16,10,Pavlova,7,"32 - 500 g boxes",17.45,"United Package","(503) 555-3199","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","Wellington Importadora","Paula Parente","Rua do Mercado 12",Resende,08737-363,Brazil,3,Janet,Leverling,1963-08-30,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",10256,88,1996-07-15,2,25,77,12,"Original Frankfurter grüne Soße",12,"12 boxes",13,"United Package","(503) 555-3199","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy,2,Andrew,Fuller,1952-02-19,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",10300,49,1996-09-09,2,140,66,30,"Louisiana Hot Spiced Okra",2,"24 - 8 oz jars",17,"United Package","(503) 555-3199","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822"
2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","Godos Cocina Típica","José Pedro Freyre","C/ Romero 33",Sevilla,41101,Spain,7,Robert,King,1960-05-29,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled Selling in Europe, he was transferred to the London office.",10303,30,1996-09-11,2,148,65,30,"Louisiana Fiery Hot Pepper Sauce",2,"32 - 8 oz bottles",21.05,"United Package","(503) 555-3199","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822"
2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","Hanari Carnes","Mario Pontes","Rua do Paço 67","Rio de Janeiro",05454-876,Brazil,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10250,34,1996-07-08,2,8,65,15,"Louisiana Fiery Hot Pepper Sauce",2,"32 - 8 oz bottles",21.05,"United Package","(503) 555-3199","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822"
2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","Berglunds snabbköp","Christina Berglund","Berguvsvägen 8",Luleå,"S-958 22",Sweden,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10278,5,1996-08-12,2,80,63,8,Vegie-spread,7,"15 - 625 g jars",43.9,"United Package","(503) 555-3199","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","Que Delícia","Bernardo Batista","Rua da Panificadora 12","Rio de Janeiro",02389-673,Brazil,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10291,61,1996-08-27,2,116,44,24,"Gula Malacca",20,"20 - 2 kg bags",19.45,"United Package","(503) 555-3199","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","Berglunds snabbköp","Christina Berglund","Berguvsvägen 8",Luleå,"S-958 22",Sweden,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10278,5,1996-08-12,2,78,44,16,"Gula Malacca",20,"20 - 2 kg bags",19.45,"United Package","(503) 555-3199","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10318,38,1996-10-01,2,186,76,6,Lakkalikööri,23,"500 ml",18,"United Package","(503) 555-3199","Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Die Wandernde Kuh","Rita Müller","Adenauerallee 900",Stuttgart,70563,Germany,2,Andrew,Fuller,1952-02-19,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",10312,86,1996-09-23,2,175,75,10,"Rhönbräu Klosterbier",12,"24 - 0.5 l bottles",7.75,"United Package","(503) 555-3199","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10294,65,1996-08-30,2,127,75,6,"Rhönbräu Klosterbier",12,"24 - 0.5 l bottles",7.75,"United Package","(503) 555-3199","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10315,38,1996-09-26,2,181,70,30,"Outback Lager",7,"24 - 355 ml bottles",15,"United Package","(503) 555-3199","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Ricardo Adocicados","Janete Limeira","Av. Copacabana 267","Rio de Janeiro",02389-890,Brazil,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10299,67,1996-09-06,2,139,70,20,"Outback Lager",7,"24 - 355 ml bottles",15,"United Package","(503) 555-3199","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Die Wandernde Kuh","Rita Müller","Adenauerallee 900",Stuttgart,70563,Germany,2,Andrew,Fuller,1952-02-19,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",10312,86,1996-09-23,2,173,43,24,"Ipoh Coffee",20,"16 - 500 g tins",46,"United Package","(503) 555-3199","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Suprêmes délices","Pascale Cartrain","Boulevard Tirou 255",Charleroi,B-6000,Belgium,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10302,76,1996-09-10,2,146,43,12,"Ipoh Coffee",20,"16 - 500 g tins",46,"United Package","(503) 555-3199","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10294,65,1996-08-30,2,125,43,15,"Ipoh Coffee",20,"16 - 500 g tins",46,"United Package","(503) 555-3199","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Blondel père et fils","Frédérique Citeaux","24 place Kléber",Strasbourg,67000,France,5,Steven,Buchanan,1955-03-04,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses Successful Telemarketing and International Sales Management. He is fluent in French.",10297,7,1996-09-04,2,132,39,60,"Chartreuse verte",18,"750 cc per bottle",18,"United Package","(503) 555-3199","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Hanari Carnes","Mario Pontes","Rua do Paço 67","Rio de Janeiro",05454-876,Brazil,3,Janet,Leverling,1963-08-30,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",10253,34,1996-07-10,2,15,39,42,"Chartreuse verte",18,"750 cc per bottle",18,"United Package","(503) 555-3199","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,3,Janet,Leverling,1963-08-30,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",10321,38,1996-10-03,2,191,35,10,"Steeleye Stout",16,"24 - 12 oz bottles",18,"United Package","(503) 555-3199","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Que Delícia","Bernardo Batista","Rua da Panificadora 12","Rio de Janeiro",02389-673,Brazil,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10261,61,1996-07-19,2,39,35,20,"Steeleye Stout",16,"24 - 12 oz bottles",18,"United Package","(503) 555-3199","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10315,38,1996-09-26,2,180,34,14,"Sasquatch Ale",16,"24 - 12 oz bottles",14,"United Package","(503) 555-3199","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Chop-suey Chinese","Yang Wang","Hauptstr. 29",Bern,3012,Switzerland,5,Steven,Buchanan,1955-03-04,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses Successful Telemarketing and International Sales Management. He is fluent in French.",10254,14,1996-07-11,2,17,24,15,"Guaraná Fantástica",10,"12 - 355 ml cans",4.5,"United Package","(503) 555-3199","Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","São Paulo",5442,Brazil,"(11) 555 4640"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10298,37,1996-09-05,2,134,2,40,Chang,1,"24 - 12 oz bottles",19,"United Package","(503) 555-3199","Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10294,65,1996-08-30,2,123,1,18,Chais,1,"10 boxes x 20 bags",18,"United Package","(503) 555-3199","Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales",QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10285,63,1996-08-20,2,99,1,45,Chais,1,"10 boxes x 20 bags",18,"United Package","(503) 555-3199","Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
8,Seafood,"Seaweed and fish","Ricardo Adocicados","Janete Limeira","Av. Copacabana 267","Rio de Janeiro",02389-890,Brazil,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10287,67,1996-08-22,3,106,46,15,Spegesild,21,"4 - 450 g glasses",12,"Federal Shipping","(503) 555-9931",Lyngbysild,"Niels Petersen","Lyngbysild Fiskebakken 10",Lyngby,2800,Denmark,43844108
8,Seafood,"Seaweed and fish","Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10316,65,1996-09-27,3,182,41,10,"Jacks New England Clam Chowder",19,"12 - 12 oz cans",9.65,"Federal Shipping","(503) 555-9931","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
8,Seafood,"Seaweed and fish","Folk och fä HB","Maria Larsson","Åkergatan 24",Bräcke,"S-844 67",Sweden,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10264,24,1996-07-24,3,48,41,25,"Jacks New England Clam Chowder",19,"12 - 12 oz cans",9.65,"Federal Shipping","(503) 555-9931","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
8,Seafood,"Seaweed and fish",QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany,3,Janet,Leverling,1963-08-30,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",10273,63,1996-08-05,3,68,40,60,"Boston Crab Meat",19,"24 - 4 oz tins",18.4,"Federal Shipping","(503) 555-9931","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
8,Seafood,"Seaweed and fish","Centro comercial Moctezuma","Francisco Chang","Sierras de Granada 9993","México D.F.",05022,Mexico,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10259,13,1996-07-18,3,33,37,1,"Gravad lax",17,"12 - 500 g pkgs.",26,"Federal Shipping","(503) 555-9931","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
8,Seafood,"Seaweed and fish","Richter Supermarkt","Michael Holz","Grenzacherweg 237",Genève,1203,Switzerland,9,Anne,Dodsworth,1969-07-02,"Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.",10255,68,1996-07-12,3,22,36,25,"Inlagd Sill",17,"24 - 250 g jars",19,"Federal Shipping","(503) 555-9931","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
8,Seafood,"Seaweed and fish","Romero y tomillo","Alejandra Camino","Gran Vía 1",Madrid,28001,Spain,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10306,69,1996-09-16,3,156,30,10,"Nord-Ost Matjeshering",13,"10 - 200 g glasses",25.89,"Federal Shipping","(503) 555-9931","Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a",Cuxhaven,27478,Germany,"(04721) 8713"
8,Seafood,"Seaweed and fish","Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,9,Anne,Dodsworth,1969-07-02,"Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.",10263,20,1996-07-23,3,45,30,60,"Nord-Ost Matjeshering",13,"10 - 200 g glasses",25.89,"Federal Shipping","(503) 555-9931","Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a",Cuxhaven,27478,Germany,"(04721) 8713"
8,Seafood,"Seaweed and fish","Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10305,55,1996-09-13,3,153,18,25,"Carnarvon Tigers",7,"16 kg pkg.",62.5,"Federal Shipping","(503) 555-9931","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
